Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.970374967E1,-5.493576050E-2,2.281256104E-1,9.868228912E0,9.871018240E0
3.971375867E1,-5.059478760E-2,2.177970886E-1,9.865085449E0,9.867619081E0
3.972376867E1,-4.939727783E-2,2.263293457E-1,9.861492920E0,9.864213485E0
3.973377767E1,-5.763015747E-2,2.227368164E-1,9.862690430E0,9.865373558E0
3.974378867E1,-5.523513794E-2,2.267784119E-1,9.860894165E0,9.863656173E0
3.975379967E1,-5.194198608E-2,2.297721863E-1,9.854756927E0,9.857572081E0
3.976381067E1,-5.224136353E-2,2.242337036E-1,9.854008484E0,9.856697881E0
3.977382067E1,-6.197113037E-2,2.294728088E-1,9.867181091E0,9.870043611E0
3.978383067E1,-5.388793945E-2,2.293231201E-1,9.867779846E0,9.870591274E0
3.979384067E1,-4.760101318E-2,2.299218750E-1,9.876910858E0,9.879701313E0
3.980385167E1,-5.194198608E-2,2.239343262E-1,9.862391052E0,9.865069783E0
3.981386167E1,-4.954696655E-2,2.263293457E-1,9.867181091E0,9.869900839E0
3.982387167E1,-5.882766724E-2,2.191442871E-1,9.854906616E0,9.857518416E0
3.983388167E1,-4.864883423E-2,2.174977112E-1,9.864636383E0,9.867153740E0
3.984389167E1,-4.879852295E-2,2.251318359E-1,9.865534515E0,9.868223595E0
3.985390167E1,-3.832031250E-2,2.186952209E-1,9.868827667E0,9.871324915E0
3.986391167E1,-4.460723877E-2,2.323168945E-1,9.856852570E0,9.859690843E0
3.987392167E1,-5.433700562E-2,2.266287231E-1,9.851763153E0,9.854519284E0
3.988393267E1,-4.236190796E-2,2.275268555E-1,9.864337006E0,9.867051614E0
3.989394367E1,-6.810836792E-2,2.168989563E-1,9.878108368E0,9.880724105E0
3.990395367E1,-6.436614990E-2,2.333647156E-1,9.867031403E0,9.870000547E0
3.991396467E1,-5.643264771E-2,2.239343262E-1,9.864187317E0,9.866890222E0
3.992397567E1,-5.748046875E-2,2.182461548E-1,9.865983582E0,9.868564608E0
3.993398567E1,-4.939727783E-2,2.252815247E-1,9.862690430E0,9.865386681E0
3.994399567E1,-5.119354248E-2,2.290237427E-1,9.872719574E0,9.875508313E0
3.995400567E1,-5.972579956E-2,2.306703186E-1,9.856702881E0,9.859582529E0
3.996401467E1,-5.074447632E-2,2.257305908E-1,9.867031403E0,9.869743563E0
3.997402567E1,-4.819976807E-2,2.285746765E-1,9.866881714E0,9.869646618E0
3.998403567E1,-5.149291992E-2,2.326162720E-1,9.857750702E0,9.860629328E0
3.999404567E1,-5.673202515E-2,2.255809021E-1,9.859097900E0,9.861841444E0
4.000405767E1,-5.538482666E-2,2.284249878E-1,9.868079224E0,9.870878027E0
4.001406767E1,-5.553451538E-2,2.359094238E-1,9.867929535E0,9.870905260E0
4.002407767E1,-4.445755005E-2,2.288740540E-1,9.854756927E0,9.857514591E0
4.003408767E1,-4.355941772E-2,2.302212524E-1,9.865983582E0,9.868765438E0
4.004409767E1,-4.715194702E-2,2.308200073E-1,9.869576111E0,9.872387441E0
4.005410767E1,-5.493576050E-2,2.290237427E-1,9.858349457E0,9.861162397E0
4.006411767E1,-5.478607178E-2,2.225871277E-1,9.859247589E0,9.861912064E0
4.007412867E1,-4.251159668E-2,2.254312134E-1,9.868079224E0,9.870745364E0
4.008413967E1,-3.906875610E-2,2.128573608E-1,9.865983582E0,9.868356837E0
4.009414967E1,-5.089416504E-2,2.239343262E-1,9.859996033E0,9.862669951E0
4.010416067E1,-4.206253052E-2,2.339634705E-1,9.839638367E0,9.842509403E0
4.011417067E1,-4.475692749E-2,2.252815247E-1,9.859846344E0,9.862521223E0
4.012418167E1,-4.400848389E-2,2.275268555E-1,9.867031403E0,9.869752475E0
4.013419267E1,-4.954696655E-2,2.261796570E-1,9.865384827E0,9.868101637E0
4.014420267E1,-4.999603271E-2,2.293231201E-1,9.866881714E0,9.869672915E0
4.015421367E1,-5.194198608E-2,2.317181396E-1,9.870474243E0,9.873330393E0
4.016422467E1,-4.490661621E-2,2.312690735E-1,9.857900391E0,9.860715091E0
4.017423467E1,-5.089416504E-2,2.278262329E-1,9.859247589E0,9.862010851E0
4.018424467E1,-4.939727783E-2,2.124082947E-1,9.862989807E0,9.865400413E0
4.019425567E1,-5.433700562E-2,2.230361938E-1,9.868378601E0,9.871048266E0
4.020426567E1,-4.400848389E-2,2.128573608E-1,9.869127045E0,9.871520330E0
4.021427667E1,-5.583389282E-2,2.243833923E-1,9.876012726E0,9.878719183E0
4.022428667E1,-4.610412598E-2,2.314187622E-1,9.861492920E0,9.864315630E0
4.023429667E1,-4.849914551E-2,2.240840149E-1,9.851763153E0,9.854430630E0
4.024430667E1,-5.478607178E-2,2.278262329E-1,9.861492920E0,9.864276401E0
4.025431667E1,-4.251159668E-2,2.294728088E-1,9.866732025E0,9.869491672E0
4.026432767E1,-5.104385376E-2,2.218386841E-1,9.869276733E0,9.871901596E0
4.027433767E1,-6.496490479E-2,2.245330811E-1,9.871372375E0,9.874139361E0
4.028434867E1,-4.475692749E-2,2.204914856E-1,9.861343231E0,9.863909468E0
4.029436067E1,-4.535568237E-2,2.282752991E-1,9.872270508E0,9.875013505E0
4.030437167E1,-4.251159668E-2,2.287243652E-1,9.871072998E0,9.873814066E0
4.031438167E1,-5.313949585E-2,2.420466614E-1,9.874366150E0,9.877475247E0
4.032439067E1,-5.119354248E-2,2.270777893E-1,9.863438873E0,9.866185256E0
4.033440167E1,-5.089416504E-2,2.137554932E-1,9.851912842E0,9.854362905E0
4.034441267E1,-4.565505981E-2,2.299218750E-1,9.867480469E0,9.870264396E0
4.035442267E1,-5.882766724E-2,2.206411743E-1,9.872569885E0,9.875210345E0
4.036443367E1,-4.745132446E-2,2.248324585E-1,9.861343231E0,9.864020052E0
4.037444267E1,-6.002517700E-2,2.240840149E-1,9.871821442E0,9.874546837E0
4.038445267E1,-4.595443726E-2,2.261796570E-1,9.860894165E0,9.863594820E0
4.039446267E1,-3.457809448E-2,2.246827698E-1,9.860445099E0,9.863065220E0
4.040447367E1,-3.996688843E-2,2.332150269E-1,9.867181091E0,9.870017694E0
4.041448367E1,-6.197113037E-2,2.224374390E-1,9.862690430E0,9.865393117E0
4.042449467E1,-5.433700562E-2,2.275268555E-1,9.865833893E0,9.868606760E0
4.043450467E1,-4.311035156E-2,2.240840149E-1,9.867929535E0,9.870567636E0
4.044451667E1,-4.610412598E-2,2.287243652E-1,9.873168640E0,9.875925244E0
4.045452767E1,-5.628295898E-2,2.290237427E-1,9.877659302E0,9.880474327E0
4.046453967E1,-5.448669434E-2,2.213896179E-1,9.871821442E0,9.874453946E0
4.047455067E1,-5.792953491E-2,2.218386841E-1,9.864337006E0,9.867001206E0
4.048456167E1,-5.388793945E-2,2.185455322E-1,9.857151947E0,9.859721627E0
4.049457267E1,-6.346801758E-2,2.248324585E-1,9.874964905E0,9.877727962E0
4.050458267E1,-6.376739502E-2,2.228865051E-1,9.860894165E0,9.863618931E0
4.051459267E1,-5.059478760E-2,2.252815247E-1,9.854307861E0,9.857012480E0
4.052460367E1,-4.400848389E-2,2.209405518E-1,9.866582336E0,9.869153889E0
4.053461467E1,-4.999603271E-2,2.263293457E-1,9.870474243E0,9.873195347E0
4.054462567E1,-4.460723877E-2,2.234852600E-1,9.873018951E0,9.875648773E0
4.055463467E1,-4.355941772E-2,2.242337036E-1,9.870174866E0,9.872817736E0
4.056464379E1,-5.373825073E-2,2.269281006E-1,9.868528290E0,9.871283340E0
4.057465479E1,-5.523513794E-2,2.089654541E-1,9.861642609E0,9.864010970E0
4.058466579E1,-4.116439819E-2,2.213896179E-1,9.865384827E0,9.867954481E0
4.059467579E1,-5.568420410E-2,2.296224976E-1,9.864786072E0,9.867615288E0
4.060468579E1,-6.631210327E-2,2.315684509E-1,9.869426422E0,9.872365428E0
4.061469579E1,-5.269042969E-2,2.221380615E-1,9.867031403E0,9.869672249E0
4.062470479E1,-4.550537109E-2,2.251318359E-1,9.868228912E0,9.870901527E0
4.063471479E1,-4.969665527E-2,2.320175171E-1,9.872869263E0,9.875720195E0
4.064472479E1,-5.748046875E-2,2.210902405E-1,9.860744476E0,9.863390215E0
4.065473579E1,-4.819976807E-2,2.142045593E-1,9.868977356E0,9.871419395E0
4.066474579E1,-5.748046875E-2,2.284249878E-1,9.876461792E0,9.879270191E0
4.067475579E1,-4.281097412E-2,2.359094238E-1,9.873168640E0,9.876079436E0
4.068476679E1,-4.565505981E-2,2.321672058E-1,9.861642609E0,9.864480774E0
4.069477679E1,-4.805007935E-2,2.354603577E-1,9.875114594E0,9.878038197E0
4.070478679E1,-4.730163574E-2,2.312690735E-1,9.864037628E0,9.866861769E0
4.071479679E1,-4.415817261E-2,2.215393066E-1,9.865085449E0,9.867671485E0
4.072480679E1,-5.298980713E-2,2.281256104E-1,9.864337006E0,9.867116791E0
4.073481679E1,-4.894821167E-2,2.209405518E-1,9.870025177E0,9.872619088E0
4.074482679E1,-5.224136353E-2,2.119592285E-1,9.870773621E0,9.873187314E0
4.075483679E1,-3.876937866E-2,2.311193848E-1,9.852361908E0,9.855148624E0
4.076484779E1,-4.505630493E-2,2.287243652E-1,9.868228912E0,9.870982057E0
4.077485679E1,-4.730163574E-2,2.299218750E-1,9.862091675E0,9.864884881E0
4.078486779E1,-4.954696655E-2,2.281256104E-1,9.855954437E0,9.858718683E0
4.079487879E1,-5.718109131E-2,2.305206299E-1,9.858349457E0,9.861210040E0
4.080488879E1,-5.688171387E-2,2.272274780E-1,9.871522064E0,9.874300771E0
4.081489979E1,-6.032455444E-2,2.237846375E-1,9.866432648E0,9.869154564E0
4.082490979E1,-6.975494385E-2,2.128573608E-1,9.860145721E0,9.862689677E0
4.083492179E1,-5.164260864E-2,2.240840149E-1,9.858648834E0,9.861330409E0
4.084493279E1,-4.745132446E-2,2.362088013E-1,9.871372375E0,9.874312067E0
4.085494479E1,-6.017486572E-2,2.188449097E-1,9.869725800E0,9.872335158E0
4.086495579E1,-4.355941772E-2,2.221380615E-1,9.848619690E0,9.851220865E0
4.087496679E1,-3.921844482E-2,2.242337036E-1,9.867181091E0,9.869806560E0
4.088497679E1,-3.906875610E-2,2.158511353E-1,9.875713348E0,9.878149230E0
4.089498779E1,-5.074447632E-2,2.174977112E-1,9.851164398E0,9.853695766E0
4.090499779E1,-5.074447632E-2,2.243833923E-1,9.870474243E0,9.873154749E0
4.091500679E1,-4.834945679E-2,2.224374390E-1,9.865983582E0,9.868609229E0
4.092501779E1,-4.610412598E-2,2.189945984E-1,9.862989807E0,9.865528478E0
4.093502979E1,-3.667373657E-2,2.260299683E-1,9.863588562E0,9.866246187E0
4.094503979E1,-5.014572144E-2,2.204914856E-1,9.857451324E0,9.860044508E0
4.095505079E1,-4.715194702E-2,2.341131592E-1,9.857601013E0,9.860493396E0
4.096506179E1,-4.505630493E-2,2.218386841E-1,9.873318329E0,9.875912985E0
4.097507279E1,-5.059478760E-2,2.212399292E-1,9.878258057E0,9.880864799E0
4.098508379E1,-3.891906738E-2,2.294728088E-1,9.866881714E0,9.869626498E0
4.099509479E1,-4.834945679E-2,2.176473999E-1,9.862989807E0,9.865509414E0
4.100510579E1,-5.673202515E-2,2.245330811E-1,9.879754944E0,9.882468891E0
4.101511679E1,-4.580474854E-2,2.384541321E-1,9.861642609E0,9.864631437E0
4.102512779E1,-4.146377563E-2,2.321672058E-1,9.861492920E0,9.864312620E0
4.103513779E1,-5.433700562E-2,2.254312134E-1,9.862391052E0,9.865116776E0
4.104514979E1,-5.104385376E-2,2.269281006E-1,9.849517822E0,9.852263860E0
4.105516079E1,-5.388793945E-2,2.354603577E-1,9.856253815E0,9.859213191E0
4.106517279E1,-5.298980713E-2,2.216889954E-1,9.866282959E0,9.868915511E0
4.107518379E1,-5.164260864E-2,2.191442871E-1,9.867480469E0,9.870048732E0
4.108519479E1,-4.011657715E-2,2.206411743E-1,9.860295410E0,9.862845302E0
4.109520679E1,-5.179229736E-2,2.288740540E-1,9.852810974E0,9.855604997E0
4.110521679E1,-5.987548828E-2,2.267784119E-1,9.865534515E0,9.868322289E0
4.111522779E1,-5.972579956E-2,2.270777893E-1,9.859846344E0,9.862641706E0
4.112523779E1,-5.164260864E-2,2.246827698E-1,9.862091675E0,9.864785933E0
4.113524979E1,-4.760101318E-2,2.222877502E-1,9.862391052E0,9.865010642E0
4.114525979E1,-4.221221924E-2,2.276765442E-1,9.855056305E0,9.857776283E0
4.115527079E1,-5.239105225E-2,2.321672058E-1,9.870324554E0,9.873193670E0
4.116528179E1,-6.032455444E-2,2.231858826E-1,9.865235138E0,9.867943824E0
4.117529279E1,-5.613327026E-2,2.345622253E-1,9.852810974E0,9.855762501E0
4.118530379E1,-4.490661621E-2,2.263293457E-1,9.851463776E0,9.854165622E0
4.119531479E1,-5.254074097E-2,2.335144043E-1,9.868677979E0,9.871580145E0
4.120532579E1,-6.212081909E-2,2.294728088E-1,9.876162415E0,9.879023272E0
4.121533579E1,-6.286926270E-2,2.288740540E-1,9.866282959E0,9.869137516E0
4.122534679E1,-5.044509888E-2,2.112107849E-1,9.855056305E0,9.857448426E0
4.123535779E1,-4.191284180E-2,2.281256104E-1,9.861642609E0,9.864369869E0
4.124536879E1,-4.340972900E-2,2.188449097E-1,9.856104126E0,9.858629014E0
4.125537979E1,-5.598358154E-2,2.341131592E-1,9.861343231E0,9.864280686E0
4.126539079E1,-5.149291992E-2,2.308200073E-1,9.857601013E0,9.860437472E0
4.127540179E1,-5.059478760E-2,2.252815247E-1,9.864636383E0,9.867338170E0
4.128541179E1,-3.996688843E-2,2.239343262E-1,9.859546967E0,9.862170670E0
4.129542179E1,-5.074447632E-2,2.213896179E-1,9.864786072E0,9.867400499E0
4.130543179E1,-5.403762817E-2,2.200424194E-1,9.862989807E0,9.865592059E0
4.131544179E1,-5.298980713E-2,2.182461548E-1,9.864786072E0,9.867342274E0
4.132545179E1,-6.017486572E-2,2.224374390E-1,9.865833893E0,9.868524602E0
4.133546179E1,-4.700225830E-2,2.248324585E-1,9.850715332E0,9.853392888E0
4.134547279E1,-5.418731689E-2,2.302212524E-1,9.860594788E0,9.863430826E0
4.135548279E1,-5.463638306E-2,2.288740540E-1,9.861043854E0,9.863850889E0
4.136549279E1,-4.610412598E-2,2.269281006E-1,9.870174866E0,9.872890855E0
4.137550279E1,-4.939727783E-2,2.273771667E-1,9.864935760E0,9.867679465E0
4.138551379E1,-5.658233643E-2,2.224374390E-1,9.859696655E0,9.862367774E0
4.139552479E1,-4.490661621E-2,2.336640930E-1,9.861343231E0,9.864213392E0
4.140553579E1,-4.655319214E-2,2.185455322E-1,9.864486694E0,9.867017132E0
4.141554679E1,-5.403762817E-2,2.165995789E-1,9.859846344E0,9.862373212E0
4.142555779E1,-6.182144165E-2,2.186952209E-1,9.871821442E0,9.874437101E0
4.143556879E1,-4.760101318E-2,2.216889954E-1,9.854008484E0,9.856616817E0
4.144557979E1,-5.538482666E-2,2.272274780E-1,9.859696655E0,9.862470174E0
4.145558979E1,-5.059478760E-2,2.083666992E-1,9.851613464E0,9.853946639E0
4.146560179E1,-5.089416504E-2,2.213896179E-1,9.859846344E0,9.862462852E0
4.147561179E1,-4.580474854E-2,2.197430420E-1,9.861642609E0,9.864196877E0
4.148562179E1,-4.520599365E-2,2.198927307E-1,9.860744476E0,9.863299550E0
4.149563179E1,-4.101470947E-2,2.258802795E-1,9.874066772E0,9.876735226E0
4.150564179E1,-4.745132446E-2,2.215393066E-1,9.863738251E0,9.866339928E0
4.151565179E1,-4.999603271E-2,2.260299683E-1,9.867630157E0,9.870345185E0
4.152566079E1,-4.894821167E-2,2.210902405E-1,9.864786072E0,9.867384712E0
4.153567079E1,-5.119354248E-2,2.336640930E-1,9.870174866E0,9.873073056E0
4.154568179E1,-5.777984619E-2,2.257305908E-1,9.869725800E0,9.872475888E0
4.155569179E1,-4.535568237E-2,2.210902405E-1,9.863289185E0,9.865871050E0
4.156570279E1,-5.014572144E-2,2.242337036E-1,9.860145721E0,9.862822567E0
4.157571279E1,-4.550537109E-2,2.338137817E-1,9.867779846E0,9.870654422E0
4.158572279E1,-4.894821167E-2,2.366578674E-1,9.861343231E0,9.864303989E0
4.159573179E1,-5.733078003E-2,2.401007080E-1,9.874665527E0,9.877750475E0
4.160574179E1,-5.358856201E-2,2.294728088E-1,9.873018951E0,9.875830736E0
4.161575279E1,-4.131408691E-2,2.167492676E-1,9.864486694E0,9.866954183E0
4.162576279E1,-4.430786133E-2,2.282752991E-1,9.876461792E0,9.879198871E0
4.163577279E1,-4.520599365E-2,2.357597351E-1,9.865235138E0,9.868155378E0
4.164578279E1,-5.613327026E-2,2.257305908E-1,9.859397278E0,9.862140737E0
4.165579279E1,-4.326004028E-2,2.236349487E-1,9.855804749E0,9.858436553E0
4.166580179E1,-5.643264771E-2,2.237846375E-1,9.851912842E0,9.854615713E0
4.167581179E1,-5.972579956E-2,2.266287231E-1,9.862690430E0,9.865474660E0
4.168582179E1,-6.331832886E-2,2.306703186E-1,9.859097900E0,9.861999261E0
4.169583279E1,-4.700225830E-2,2.296224976E-1,9.876611481E0,9.879392190E0
4.170584279E1,-6.032455444E-2,2.167492676E-1,9.867480469E0,9.870045091E0
4.171585379E1,-5.508544922E-2,2.139051819E-1,9.873318329E0,9.875788812E0
4.172586479E1,-5.343887329E-2,2.270777893E-1,9.868378601E0,9.871135510E0
4.173587579E1,-5.149291992E-2,2.249821472E-1,9.867181091E0,9.869879998E0
4.174588579E1,-4.924758911E-2,2.236349487E-1,9.870324554E0,9.872980539E0
4.175589579E1,-5.194198608E-2,2.260299683E-1,9.861642609E0,9.864369339E0
4.176590579E1,-4.954696655E-2,2.287243652E-1,9.862840118E0,9.865616298E0
4.177591679E1,-4.819976807E-2,2.296224976E-1,9.853260040E0,9.856053121E0
4.178592679E1,-4.984634399E-2,2.342628479E-1,9.864935760E0,9.867842789E0
4.179593579E1,-6.047424316E-2,2.351609802E-1,9.864037628E0,9.867025699E0
4.180594679E1,-4.610412598E-2,2.185455322E-1,9.863438873E0,9.865967471E0
4.181595679E1,-4.520599365E-2,2.200424194E-1,9.844727783E0,9.847290357E0
4.182596679E1,-5.254074097E-2,2.154020691E-1,9.873917084E0,9.876406085E0
4.183597679E1,-4.640350342E-2,2.264790344E-1,9.861792297E0,9.864501678E0
4.184598779E1,-5.149291992E-2,2.198927307E-1,9.856104126E0,9.858691235E0
4.185599679E1,-5.748046875E-2,2.200424194E-1,9.865085449E0,9.867706602E0
4.186600779E1,-4.191284180E-2,2.176473999E-1,9.850266266E0,9.852759643E0
4.187601679E1,-4.056564331E-2,2.246827698E-1,9.870773621E0,9.873413786E0
4.188602679E1,-4.700225830E-2,2.378553772E-1,9.868827667E0,9.871805504E0
4.189603679E1,-5.298980713E-2,2.288740540E-1,9.850865021E0,9.853665963E0
4.190604679E1,-4.595443726E-2,2.245330811E-1,9.860594788E0,9.863257904E0
4.191605579E1,-4.161346436E-2,2.261796570E-1,9.877958679E0,9.880635434E0
4.192606679E1,-4.685256958E-2,2.372566223E-1,9.865384827E0,9.868348577E0
4.193607679E1,-4.834945679E-2,2.341131592E-1,9.856403503E0,9.859302037E0
4.194608679E1,-5.673202515E-2,2.303709412E-1,9.866732025E0,9.869584092E0
4.195609779E1,-4.221221924E-2,2.288740540E-1,9.865384827E0,9.868129660E0
4.196610879E1,-5.209167480E-2,2.246827698E-1,9.864037628E0,9.866733716E0
4.197611979E1,-4.909790039E-2,2.243833923E-1,9.869276733E0,9.871949238E0
4.198613079E1,-4.026626587E-2,2.314187622E-1,9.862091675E0,9.864888657E0
4.199614079E1,-5.822891235E-2,2.251318359E-1,9.857002258E0,9.859744848E0
4.200615079E1,-5.748046875E-2,2.237846375E-1,9.859696655E0,9.862403445E0
4.201616079E1,-4.370910645E-2,2.279759216E-1,9.856702881E0,9.859435845E0
4.202617079E1,-6.122268677E-2,2.315684509E-1,9.867181091E0,9.870087885E0
4.203618079E1,-5.029541016E-2,2.137554932E-1,9.871372375E0,9.873814542E0
4.204619179E1,-5.179229736E-2,2.164498901E-1,9.871522064E0,9.874030629E0
4.205620179E1,-5.373825073E-2,2.252815247E-1,9.877958679E0,9.880673420E0
4.206621279E1,-5.149291992E-2,2.160008240E-1,9.872120819E0,9.874617833E0
4.207622279E1,-5.179229736E-2,2.146536255E-1,9.868977356E0,9.871447344E0
4.208623179E1,-5.403762817E-2,2.171983337E-1,9.857750702E0,9.860291278E0
4.209624079E1,-5.852828979E-2,2.200424194E-1,9.864786072E0,9.867413464E0
4.210625179E1,-4.281097412E-2,2.164498901E-1,9.870324554E0,9.872790393E0
4.211626179E1,-4.281097412E-2,2.278262329E-1,9.871671753E0,9.874393185E0
4.212627279E1,-4.340972900E-2,2.230361938E-1,9.870474243E0,9.873089250E0
4.213628279E1,-5.538482666E-2,2.273771667E-1,9.864786072E0,9.867561608E0
4.214629279E1,-5.867797852E-2,2.201921082E-1,9.857301636E0,9.859935254E0
4.215630279E1,-5.613327026E-2,2.198927307E-1,9.862989807E0,9.865600422E0
4.216631279E1,-5.119354248E-2,2.371069336E-1,9.865085449E0,9.868067257E0
4.217632279E1,-4.715194702E-2,2.288740540E-1,9.870923309E0,9.873688957E0
4.218633279E1,-4.685256958E-2,2.254312134E-1,9.861193542E0,9.863881208E0
4.219634379E1,-6.107299805E-2,2.145039368E-1,9.868677979E0,9.871197845E0
4.220635579E1,-5.688171387E-2,2.242337036E-1,9.876910858E0,9.879619648E0
4.221636679E1,-6.002517700E-2,2.357597351E-1,9.869875488E0,9.872873332E0
4.222637779E1,-4.580474854E-2,2.128573608E-1,9.863588562E0,9.865991367E0
4.223638879E1,-5.134323120E-2,2.279759216E-1,9.856852570E0,9.859622291E0
4.224639979E1,-4.894821167E-2,2.185455322E-1,9.863438873E0,9.865981172E0
4.225640979E1,-5.463638306E-2,2.233355713E-1,9.863438873E0,9.866118300E0
4.226642079E1,-5.044509888E-2,2.327659607E-1,9.857900391E0,9.860777090E0
4.227643079E1,-5.164260864E-2,2.249821472E-1,9.857151947E0,9.859854382E0
4.228644079E1,-3.906875610E-2,2.195933533E-1,9.861343231E0,9.863865263E0
4.229645179E1,-4.580474854E-2,2.386038208E-1,9.866133270E0,9.869124357E0
4.230646379E1,-4.326004028E-2,2.318678284E-1,9.849368134E0,9.852191977E0
4.231647479E1,-4.565505981E-2,2.320175171E-1,9.862540741E0,9.865375126E0
4.232648479E1,-5.209167480E-2,2.255809021E-1,9.856253815E0,9.858972540E0
4.233649479E1,-4.924758911E-2,2.136058044E-1,9.847122803E0,9.849562440E0
4.234650579E1,-4.670288086E-2,2.201921082E-1,9.863289185E0,9.865857249E0
4.235651679E1,-5.538482666E-2,2.303709412E-1,9.864037628E0,9.866882820E0
4.236652579E1,-4.999603271E-2,2.288740540E-1,9.860894165E0,9.863676630E0
4.237653579E1,-4.311035156E-2,2.222877502E-1,9.877210236E0,9.879805281E0
4.238654479E1,-5.403762817E-2,2.257305908E-1,9.866432648E0,9.869162455E0
4.239655579E1,-4.715194702E-2,2.222877502E-1,9.862241364E0,9.864858836E0
4.240656679E1,-5.448669434E-2,2.245330811E-1,9.868528290E0,9.871232674E0
4.241657679E1,-4.805007935E-2,2.300715637E-1,9.869725800E0,9.872523947E0
4.242658779E1,-4.864883423E-2,2.264790344E-1,9.862241364E0,9.864961438E0
4.243659779E1,-5.837860107E-2,2.234852600E-1,9.875863037E0,9.878563886E0
4.244660979E1,-4.819976807E-2,2.237846375E-1,9.866282959E0,9.868938251E0
4.245661979E1,-5.418731689E-2,2.251318359E-1,9.861043854E0,9.863762289E0
4.246663079E1,-5.508544922E-2,2.231858826E-1,9.871222687E0,9.873899112E0
4.247664179E1,-5.059478760E-2,2.311193848E-1,9.861792297E0,9.864629913E0
4.248665179E1,-4.535568237E-2,2.234852600E-1,9.863738251E0,9.866373958E0
4.249666079E1,-5.583389282E-2,2.249821472E-1,9.874515839E0,9.877236326E0
4.250666979E1,-5.493576050E-2,2.335144043E-1,9.864786072E0,9.867702425E0
4.251667879E1,-5.343887329E-2,2.287243652E-1,9.863887939E0,9.866684136E0
4.252668879E1,-4.760101318E-2,2.345622253E-1,9.856104126E0,9.859009780E0
4.253669779E1,-5.418731689E-2,2.171983337E-1,9.856553192E0,9.859094898E0
4.254670679E1,-4.969665527E-2,2.207908630E-1,9.871522064E0,9.874115972E0
4.255671679E1,-4.026626587E-2,2.222877502E-1,9.875413971E0,9.877997485E0
4.256672567E1,-4.625381470E-2,2.363584900E-1,9.854307861E0,9.857250538E0
4.257673667E1,-5.538482666E-2,2.365081787E-1,9.865983582E0,9.868973383E0
4.258674867E1,-6.077362061E-2,2.222877502E-1,9.864337006E0,9.867028420E0
4.259675867E1,-4.775070190E-2,2.086660767E-1,9.870474243E0,9.872795118E0
4.260676867E1,-4.655319214E-2,2.225871277E-1,9.869276733E0,9.871896245E0
4.261677867E1,-3.637435913E-2,2.314187622E-1,9.863887939E0,9.866669297E0
4.262678967E1,-5.269042969E-2,2.230361938E-1,9.874665527E0,9.877324572E0
