Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
7.098455146E1,-5.673202515E-2,2.234852600E-1,9.863438873E0,9.866133518E0
7.099456146E1,-5.763015747E-2,2.323168945E-1,9.858349457E0,9.861254808E0
7.100457046E1,-4.236190796E-2,2.378553772E-1,9.871372375E0,9.874328447E0
7.101457846E1,-5.897735596E-2,2.305206299E-1,9.859097900E0,9.861968845E0
7.102458746E1,-6.122268677E-2,2.157014465E-1,9.879754944E0,9.882298978E0
7.103459746E1,-4.610412598E-2,2.254312134E-1,9.859097900E0,9.861782609E0
7.104460646E1,-4.221221924E-2,2.210902405E-1,9.865384827E0,9.867952196E0
7.105461446E1,-4.565505981E-2,2.264790344E-1,9.854906616E0,9.857614395E0
7.106462346E1,-4.834945679E-2,2.293231201E-1,9.876162415E0,9.878942798E0
7.107463246E1,-5.493576050E-2,2.350112915E-1,9.871372375E0,9.874322297E0
7.108464246E1,-4.311035156E-2,2.276765442E-1,9.874066772E0,9.876785395E0
7.109465146E1,-5.119354248E-2,2.308200073E-1,9.867630157E0,9.870462177E0
7.110466046E1,-3.802093506E-2,2.345622253E-1,9.869426422E0,9.872286611E0
7.111466946E1,-6.062393188E-2,2.230361938E-1,9.858199768E0,9.860908836E0
7.112467846E1,-4.445755005E-2,2.251318359E-1,9.866133270E0,9.868801676E0
7.113468846E1,-5.822891235E-2,2.321672058E-1,9.867181091E0,9.870083835E0
7.114469646E1,-4.655319214E-2,2.272274780E-1,9.864337006E0,9.867063600E0
7.115470546E1,-5.059478760E-2,2.161505127E-1,9.852960663E0,9.855461161E0
7.116471346E1,-4.460723877E-2,2.258802795E-1,9.874216461E0,9.876900446E0
7.117472246E1,-5.298980713E-2,2.227368164E-1,9.868528290E0,9.871183831E0
7.118473046E1,-4.191284180E-2,2.332150269E-1,9.864187317E0,9.867032855E0
7.119473846E1,-4.715194702E-2,2.326162720E-1,9.863588562E0,9.866443785E0
7.120474746E1,-5.718109131E-2,2.300715637E-1,9.859546967E0,9.862396716E0
7.121475546E1,-4.370910645E-2,2.249821472E-1,9.872569885E0,9.875229799E0
7.122476346E1,-5.164260864E-2,2.312690735E-1,9.861642609E0,9.864489205E0
7.123477146E1,-5.328918457E-2,2.240840149E-1,9.865384827E0,9.868073326E0
7.124477946E1,-4.445755005E-2,2.188449097E-1,9.859397278E0,9.861925991E0
7.125478746E1,-5.388793945E-2,2.270777893E-1,9.852810974E0,9.855574683E0
7.126479646E1,-5.508544922E-2,2.213896179E-1,9.861193542E0,9.863832209E0
7.127480446E1,-4.894821167E-2,2.160008240E-1,9.878856812E0,9.881339190E0
7.128481246E1,-4.670288086E-2,2.248324585E-1,9.864636383E0,9.867308740E0
7.129482046E1,-4.849914551E-2,2.269281006E-1,9.862989807E0,9.865719257E0
7.130482846E1,-5.508544922E-2,2.372566223E-1,9.869426422E0,9.872431464E0
7.131483646E1,-5.568420410E-2,2.251318359E-1,9.869127045E0,9.871851584E0
7.132484546E1,-5.269042969E-2,2.270777893E-1,9.867929535E0,9.870682545E0
7.133485246E1,-4.700225830E-2,2.353106689E-1,9.866732025E0,9.869649496E0
7.134486146E1,-5.688171387E-2,2.329156494E-1,9.860894165E0,9.863808543E0
7.135486846E1,-5.239105225E-2,2.257305908E-1,9.869875488E0,9.872595468E0
7.136487746E1,-5.942642212E-2,2.326162720E-1,9.874515839E0,9.877434124E0
7.137488546E1,-4.550537109E-2,2.323168945E-1,9.867630157E0,9.870469432E0
7.138489346E1,-5.059478760E-2,2.233355713E-1,9.861642609E0,9.864300966E0
7.139490046E1,-5.298980713E-2,2.288740540E-1,9.860744476E0,9.863542613E0
7.140490946E1,-5.688171387E-2,2.284249878E-1,9.866732025E0,9.869539724E0
7.141491746E1,-5.852828979E-2,2.345622253E-1,9.865384827E0,9.868346507E0
7.142492546E1,-4.400848389E-2,2.270777893E-1,9.849068756E0,9.851784429E0
7.143493446E1,-4.475692749E-2,2.311193848E-1,9.861343231E0,9.864152760E0
7.144494246E1,-4.924758911E-2,2.263293457E-1,9.858798523E0,9.861519082E0
7.145494946E1,-4.849914551E-2,2.249821472E-1,9.857601013E0,9.860287362E0
7.146495646E1,-4.326004028E-2,2.272274780E-1,9.868677979E0,9.871388393E0
7.147496446E1,-4.790039063E-2,2.101629639E-1,9.867181091E0,9.869535228E0
7.148497146E1,-5.089416504E-2,2.142045593E-1,9.867779846E0,9.870235707E0
7.149497946E1,-5.583389282E-2,2.335144043E-1,9.861642609E0,9.864564934E0
7.150498646E1,-5.298980713E-2,2.168989563E-1,9.867181091E0,9.869706975E0
7.151499346E1,-4.625381470E-2,2.228865051E-1,9.867480469E0,9.870105805E0
7.152500146E1,-4.790039063E-2,2.278262329E-1,9.867630157E0,9.870376090E0
7.153500946E1,-5.733078003E-2,2.350112915E-1,9.874515839E0,9.877478432E0
7.154501746E1,-5.882766724E-2,2.213896179E-1,9.860594788E0,9.863255224E0
7.155502546E1,-4.700225830E-2,2.315684509E-1,9.862391052E0,9.865221256E0
7.156503346E1,-5.553451538E-2,2.173480225E-1,9.867480469E0,9.870030144E0
7.157504046E1,-6.017486572E-2,2.384541321E-1,9.871372375E0,9.874435374E0
7.158504842E1,-5.538482666E-2,2.306703186E-1,9.877359924E0,9.880208264E0
7.159505542E1,-4.730163574E-2,2.303709412E-1,9.857601013E0,9.860405973E0
7.160506342E1,-4.116439819E-2,2.315684509E-1,9.855954437E0,9.858760385E0
7.161507042E1,-3.847000122E-2,2.170486450E-1,9.865085449E0,9.867547870E0
7.162507842E1,-5.044509888E-2,2.216889954E-1,9.865833893E0,9.868453228E0
7.163508642E1,-5.373825073E-2,2.191442871E-1,9.860744476E0,9.863325689E0
7.164509442E1,-5.298980713E-2,2.281256104E-1,9.862840118E0,9.865620326E0
7.165510142E1,-4.445755005E-2,2.234852600E-1,9.861941986E0,9.864574085E0
7.166510842E1,-5.074447632E-2,2.278262329E-1,9.867181091E0,9.869941362E0
7.167511742E1,-4.999603271E-2,2.246827698E-1,9.862989807E0,9.865675339E0
7.168512642E1,-5.059478760E-2,2.326162720E-1,9.865085449E0,9.867957290E0
7.169513542E1,-5.837860107E-2,2.198927307E-1,9.868528290E0,9.871150464E0
7.170514442E1,-5.583389282E-2,2.326162720E-1,9.860894165E0,9.863795491E0
7.171515342E1,-5.014572144E-2,2.296224976E-1,9.863438873E0,9.866238771E0
7.172516142E1,-4.894821167E-2,2.363584900E-1,9.861193542E0,9.864147168E0
7.173517042E1,-4.430786133E-2,2.291734314E-1,9.861043854E0,9.863806037E0
7.174517942E1,-5.703140259E-2,2.218386841E-1,9.860744476E0,9.863404413E0
7.175518742E1,-4.505630493E-2,2.306703186E-1,9.863289185E0,9.866089013E0
7.176519642E1,-5.433700562E-2,2.200424194E-1,9.862690430E0,9.865294405E0
7.177520442E1,-4.475692749E-2,2.332150269E-1,9.858648834E0,9.861508468E0
7.178521342E1,-4.550537109E-2,2.309696960E-1,9.864037628E0,9.866846308E0
7.179522242E1,-5.209167480E-2,2.315684509E-1,9.865384827E0,9.868239725E0
7.180523042E1,-5.074447632E-2,2.360591125E-1,9.855804749E0,9.858761897E0
7.181523942E1,-5.298980713E-2,2.330653381E-1,9.881102142E0,9.883992458E0
7.182524842E1,-5.882766724E-2,2.258802795E-1,9.865833893E0,9.868594682E0
7.183525642E1,-5.927673340E-2,2.297721863E-1,9.866732025E0,9.869585090E0
7.184526342E1,-5.179229736E-2,2.311193848E-1,9.863139496E0,9.865982938E0
7.185527242E1,-5.882766724E-2,2.348616028E-1,9.862840118E0,9.865811465E0
7.186528042E1,-5.658233643E-2,2.161505127E-1,9.864187317E0,9.866717490E0
7.187528842E1,-5.074447632E-2,2.206411743E-1,9.869875488E0,9.872471812E0
7.188529742E1,-4.670288086E-2,2.296224976E-1,9.862091675E0,9.864875055E0
7.189530542E1,-5.089416504E-2,2.267784119E-1,9.861642609E0,9.864381055E0
7.190531442E1,-5.598358154E-2,2.353106689E-1,9.863588562E0,9.866553836E0
7.191532342E1,-5.852828979E-2,2.263293457E-1,9.865983582E0,9.868752837E0
7.192533042E1,-5.718109131E-2,2.207908630E-1,9.867330780E0,9.869966312E0
7.193533842E1,-4.999603271E-2,2.251318359E-1,9.854457550E0,9.857155652E0
7.194534642E1,-5.553451538E-2,2.285746765E-1,9.852062531E0,9.854870196E0
7.195535442E1,-5.328918457E-2,2.317181396E-1,9.874366150E0,9.877228351E0
7.196536342E1,-4.879852295E-2,2.236349487E-1,9.873917084E0,9.876569873E0
7.197537242E1,-6.152206421E-2,2.195933533E-1,9.865085449E0,9.867720969E0
7.198538142E1,-4.236190796E-2,2.371069336E-1,9.869127045E0,9.872065784E0
7.199539042E1,-5.523513794E-2,2.263293457E-1,9.862690430E0,9.865441622E0
7.200540042E1,-5.628295898E-2,2.294728088E-1,9.865235138E0,9.868064140E0
7.201540942E1,-4.595443726E-2,2.201921082E-1,9.856702881E0,9.859269144E0
7.202541842E1,-5.852828979E-2,2.231858826E-1,9.861792297E0,9.864491108E0
7.203542642E1,-6.122268677E-2,2.323168945E-1,9.871671753E0,9.874594805E0
7.204543542E1,-5.224136353E-2,2.338137817E-1,9.857301636E0,9.860212654E0
7.205544442E1,-5.523513794E-2,2.281256104E-1,9.873018951E0,9.875808596E0
7.206545342E1,-5.957611084E-2,2.326162720E-1,9.868977356E0,9.871898181E0
7.207546142E1,-5.523513794E-2,2.176473999E-1,9.873318329E0,9.875871411E0
7.208546942E1,-4.191284180E-2,2.357597351E-1,9.866282959E0,9.869188354E0
7.209547742E1,-5.224136353E-2,2.353106689E-1,9.873767395E0,9.876709110E0
7.210548542E1,-4.700225830E-2,2.278262329E-1,9.860744476E0,9.863488005E0
7.211549342E1,-4.026626587E-2,2.281256104E-1,9.863738251E0,9.866458075E0
7.212550242E1,-5.269042969E-2,2.221380615E-1,9.856553192E0,9.859196845E0
7.213551042E1,-5.433700562E-2,2.145039368E-1,9.868977356E0,9.871457770E0
7.214551842E1,-4.999603271E-2,2.254312134E-1,9.853858795E0,9.856563904E0
7.215552642E1,-5.089416504E-2,2.243833923E-1,9.859546967E0,9.862231213E0
7.216553542E1,-5.269042969E-2,2.142045593E-1,9.871971130E0,9.874435370E0
7.217554242E1,-5.807922363E-2,2.213896179E-1,9.863588562E0,9.866243757E0
7.218555142E1,-5.134323120E-2,2.311193848E-1,9.865384827E0,9.868225275E0
7.219556042E1,-5.418731689E-2,2.299218750E-1,9.863588562E0,9.866416759E0
7.220556942E1,-4.355941772E-2,2.215393066E-1,9.871522064E0,9.874103754E0
7.221557842E1,-4.131408691E-2,2.258802795E-1,9.859097900E0,9.861771654E0
7.222558742E1,-5.269042969E-2,2.315684509E-1,9.862091675E0,9.864950706E0
7.223559542E1,-5.613327026E-2,2.314187622E-1,9.857002258E0,9.859878250E0
7.224560542E1,-4.909790039E-2,2.323168945E-1,9.869127045E0,9.871983102E0
7.225561442E1,-4.954696655E-2,2.308200073E-1,9.864187317E0,9.867011919E0
7.226562342E1,-5.254074097E-2,2.221380615E-1,9.855655060E0,9.858298155E0
7.227563342E1,-4.101470947E-2,2.323168945E-1,9.871372375E0,9.874190900E0
7.228564242E1,-5.029541016E-2,2.113604736E-1,9.884395294E0,9.886782753E0
7.229565142E1,-5.388793945E-2,2.165995789E-1,9.870623932E0,9.873147223E0
7.230565942E1,-5.433700562E-2,2.261796570E-1,9.862690430E0,9.865433202E0
7.231566742E1,-5.463638306E-2,2.275268555E-1,9.870324554E0,9.873097812E0
7.232567742E1,-5.733078003E-2,2.185455322E-1,9.855505371E0,9.858094902E0
7.233568542E1,-4.400848389E-2,2.278262329E-1,9.855954437E0,9.858685481E0
7.234569442E1,-5.104385376E-2,2.353106689E-1,9.870174866E0,9.873111387E0
7.235570242E1,-5.074447632E-2,2.278262329E-1,9.861941986E0,9.864703722E0
7.236571042E1,-4.954696655E-2,2.405497742E-1,9.868378601E0,9.871434309E0
7.237571942E1,-4.221221924E-2,2.279759216E-1,9.862391052E0,9.865115922E0
7.238572842E1,-5.059478760E-2,2.365081787E-1,9.876312103E0,9.879273086E0
7.239573742E1,-5.418731689E-2,2.254312134E-1,9.869576111E0,9.872299028E0
7.240574542E1,-4.700225830E-2,2.179467773E-1,9.849368134E0,9.851891323E0
7.241575442E1,-5.807922363E-2,2.151026917E-1,9.864187317E0,9.866703289E0
7.242576242E1,-5.538482666E-2,2.224374390E-1,9.865085449E0,9.867748315E0
7.243577042E1,-5.777984619E-2,2.236349487E-1,9.865235138E0,9.867938763E0
7.244577942E1,-4.879852295E-2,2.269281006E-1,9.868977356E0,9.871706626E0
7.245578742E1,-5.224136353E-2,2.324665833E-1,9.867480469E0,9.870356664E0
7.246579642E1,-5.254074097E-2,2.209405518E-1,9.855954437E0,9.858570542E0
7.247580442E1,-6.152206421E-2,2.218386841E-1,9.866732025E0,9.869417319E0
7.248581342E1,-4.924758911E-2,2.272274780E-1,9.863738251E0,9.866478092E0
7.249582242E1,-5.298980713E-2,2.308200073E-1,9.869725800E0,9.872566695E0
7.250583142E1,-5.448669434E-2,2.270777893E-1,9.858948212E0,9.861713490E0
7.251583942E1,-5.224136353E-2,2.264790344E-1,9.859097900E0,9.861837218E0
7.252584942E1,-5.912704468E-2,2.267784119E-1,9.862989807E0,9.865773786E0
7.253585842E1,-5.598358154E-2,2.221380615E-1,9.862241364E0,9.864901631E0
7.254586842E1,-4.999603271E-2,2.251318359E-1,9.858199768E0,9.860896846E0
7.255587842E1,-5.867797852E-2,2.263293457E-1,9.867330780E0,9.870100547E0
7.256588742E1,-5.029541016E-2,2.249821472E-1,9.868827667E0,9.871519950E0
7.257589642E1,-4.879852295E-2,2.294728088E-1,9.867181091E0,9.869969694E0
7.258590554E1,-5.149291992E-2,2.302212524E-1,9.863738251E0,9.866558956E0
7.259591454E1,-4.999603271E-2,2.279759216E-1,9.868228912E0,9.870988527E0
7.260592354E1,-4.805007935E-2,2.188449097E-1,9.868079224E0,9.870622547E0
7.261593354E1,-5.089416504E-2,2.335144043E-1,9.869127045E0,9.872020453E0
7.262594254E1,-5.972579956E-2,2.222877502E-1,9.871522064E0,9.874205126E0
7.263595154E1,-4.535568237E-2,2.269281006E-1,9.862241364E0,9.864956067E0
7.264596054E1,-5.074447632E-2,2.224374390E-1,9.866732025E0,9.869369497E0
7.265597054E1,-4.655319214E-2,2.389031982E-1,9.864337006E0,9.867339383E0
7.266597954E1,-4.011657715E-2,2.324665833E-1,9.866432648E0,9.869252416E0
7.267598854E1,-4.879852295E-2,2.335144043E-1,9.865085449E0,9.867969456E0
7.268599854E1,-5.029541016E-2,2.248324585E-1,9.866881714E0,9.869571116E0
7.269600754E1,-4.939727783E-2,2.278262329E-1,9.872120819E0,9.874872878E0
7.270601754E1,-4.161346436E-2,2.207908630E-1,9.866432648E0,9.868990499E0
7.271602754E1,-3.906875610E-2,2.249821472E-1,9.853110352E0,9.855756031E0
7.272603754E1,-4.146377563E-2,2.216889954E-1,9.871222687E0,9.873798792E0
7.273604654E1,-5.403762817E-2,2.266287231E-1,9.876611481E0,9.879359037E0
7.274605654E1,-5.912704468E-2,2.269281006E-1,9.864636383E0,9.867423338E0
7.275606654E1,-5.164260864E-2,2.173480225E-1,9.864935760E0,9.867464957E0
7.276607654E1,-4.550537109E-2,2.204914856E-1,9.862391052E0,9.864960441E0
7.277608554E1,-4.834945679E-2,2.267784119E-1,9.869426422E0,9.872149919E0
7.278609354E1,-4.775070190E-2,2.228865051E-1,9.846224670E0,9.848862817E0
7.279610354E1,-5.598358154E-2,2.245330811E-1,9.873468018E0,9.876179421E0
7.280611254E1,-4.984634399E-2,2.218386841E-1,9.855355682E0,9.857978124E0
7.281612354E1,-5.553451538E-2,2.270777893E-1,9.866732025E0,9.869500963E0
7.282613254E1,-4.775070190E-2,2.255809021E-1,9.867480469E0,9.870174146E0
7.283614154E1,-5.957611084E-2,2.338137817E-1,9.865085449E0,9.868035727E0
7.284615054E1,-5.822891235E-2,2.288740540E-1,9.863738251E0,9.866565067E0
7.285615954E1,-4.236190796E-2,2.327659607E-1,9.865384827E0,9.868221334E0
7.286616854E1,-3.802093506E-2,2.216889954E-1,9.863139496E0,9.865703843E0
7.287617654E1,-5.104385376E-2,2.106120300E-1,9.860594788E0,9.862975842E0
7.288618554E1,-4.790039063E-2,2.221380615E-1,9.874815216E0,9.877429591E0
7.289619354E1,-5.298980713E-2,2.318678284E-1,9.862989807E0,9.865857213E0
7.290620254E1,-5.209167480E-2,2.303709412E-1,9.854457550E0,9.857287554E0
7.291621054E1,-6.436614990E-2,2.255809021E-1,9.863738251E0,9.866527354E0
7.292622054E1,-5.643264771E-2,2.146536255E-1,9.871222687E0,9.873717545E0
7.293622954E1,-5.957611084E-2,2.284249878E-1,9.865235138E0,9.868059162E0
7.294623854E1,-4.969665527E-2,2.194436646E-1,9.866432648E0,9.868997845E0
7.295624654E1,-4.805007935E-2,2.236349487E-1,9.871222687E0,9.873872530E0
7.296625554E1,-4.760101318E-2,2.303709412E-1,9.864786072E0,9.867590429E0
7.297626454E1,-6.256988525E-2,2.338137817E-1,9.869127045E0,9.872094636E0
7.298627354E1,-5.119354248E-2,2.154020691E-1,9.874515839E0,9.876997615E0
7.299628154E1,-5.463638306E-2,2.279759216E-1,9.874216461E0,9.876998981E0
7.300628954E1,-3.861968994E-2,2.228865051E-1,9.874665527E0,9.877256155E0
7.301629754E1,-5.463638306E-2,2.282752991E-1,9.869725800E0,9.872516503E0
7.302630554E1,-4.715194702E-2,2.257305908E-1,9.874815216E0,9.877507436E0
7.303631454E1,-4.445755005E-2,2.282752991E-1,9.866432648E0,9.869173181E0
7.304632354E1,-5.343887329E-2,2.360591125E-1,9.872120819E0,9.875087295E0
7.305633154E1,-5.029541016E-2,2.290237427E-1,9.875413971E0,9.878197336E0
7.306634054E1,-5.433700562E-2,2.254312134E-1,9.871671753E0,9.874394915E0
7.307634854E1,-4.326004028E-2,2.300715637E-1,9.865235138E0,9.868012398E0
7.308635754E1,-3.951782227E-2,2.157014465E-1,9.852661285E0,9.855101378E0
7.309636554E1,-5.328918457E-2,2.127076721E-1,9.867630157E0,9.870066323E0
7.310637354E1,-4.565505981E-2,2.230361938E-1,9.860145721E0,9.862773605E0
7.311638254E1,-5.074447632E-2,2.182461548E-1,9.864337006E0,9.866881521E0
7.312639054E1,-4.834945679E-2,2.321672058E-1,9.864187317E0,9.867037585E0
7.313639954E1,-5.254074097E-2,2.221380615E-1,9.863139496E0,9.865780586E0
7.314640754E1,-5.014572144E-2,2.290237427E-1,9.863588562E0,9.866374501E0
7.315641554E1,-4.251159668E-2,2.264790344E-1,9.866432648E0,9.869123222E0
7.316642454E1,-5.074447632E-2,2.327659607E-1,9.864486694E0,9.867363008E0
7.317643254E1,-4.415817261E-2,2.332150269E-1,9.858648834E0,9.861505769E0
7.318644254E1,-5.837860107E-2,2.348616028E-1,9.862690430E0,9.865659154E0
7.319645054E1,-4.625381470E-2,2.264790344E-1,9.869576111E0,9.872282653E0
7.320645954E1,-4.745132446E-2,2.185455322E-1,9.867330780E0,9.869864766E0
7.321646954E1,-3.936813354E-2,2.314187622E-1,9.851613464E0,9.854409792E0
7.322647754E1,-4.640350342E-2,2.216889954E-1,9.859696655E0,9.862297776E0
7.323648654E1,-5.284011841E-2,2.210902405E-1,9.873767395E0,9.876383728E0
7.324649454E1,-4.819976807E-2,2.233355713E-1,9.867330780E0,9.869975619E0
7.325650254E1,-5.748046875E-2,2.151026917E-1,9.857301636E0,9.859815856E0
7.326651054E1,-5.194198608E-2,2.203417969E-1,9.856553192E0,9.859152565E0
7.327651954E1,-5.298980713E-2,2.261796570E-1,9.867330780E0,9.870064938E0
7.328652754E1,-5.583389282E-2,2.255809021E-1,9.873168640E0,9.875903157E0
7.329653654E1,-5.164260864E-2,2.164498901E-1,9.863438873E0,9.865948709E0
7.330654554E1,-4.475692749E-2,2.287243652E-1,9.867480469E0,9.870232460E0
7.331655454E1,-4.281097412E-2,2.213896179E-1,9.868677979E0,9.871253780E0
7.332656354E1,-5.643264771E-2,2.327659607E-1,9.861043854E0,9.863952074E0
7.333657254E1,-3.502716064E-2,2.218386841E-1,9.867480469E0,9.870035973E0
7.334658154E1,-5.164260864E-2,2.186952209E-1,9.865085449E0,9.867644373E0
7.335659054E1,-4.864883423E-2,2.279759216E-1,9.872270508E0,9.875022264E0
7.336659854E1,-4.610412598E-2,2.116598511E-1,9.855355682E0,9.857736105E0
7.337660654E1,-5.628295898E-2,2.212399292E-1,9.854307861E0,9.856951775E0
7.338661454E1,-5.179229736E-2,2.231858826E-1,9.855205994E0,9.857868916E0
7.339662354E1,-4.445755005E-2,2.261796570E-1,9.864935760E0,9.867628452E0
7.340663054E1,-4.296066284E-2,2.309696960E-1,9.863887939E0,9.866685254E0
7.341663954E1,-5.613327026E-2,2.237846375E-1,9.861492920E0,9.864191458E0
7.342664754E1,-6.002517700E-2,2.218386841E-1,9.866732025E0,9.869408102E0
7.343665454E1,-5.313949585E-2,2.285746765E-1,9.870923309E0,9.873712431E0
7.344666254E1,-5.718109131E-2,2.309696960E-1,9.864187317E0,9.867056709E0
7.345667154E1,-5.164260864E-2,2.299218750E-1,9.863887939E0,9.866702403E0
7.346668054E1,-5.613327026E-2,2.255809021E-1,9.867031403E0,9.869769318E0
7.347668954E1,-5.164260864E-2,2.330653381E-1,9.858199768E0,9.861089650E0
7.348669854E1,-5.358856201E-2,2.287243652E-1,9.858499146E0,9.861297682E0
7.349670554E1,-4.805007935E-2,2.207908630E-1,9.862391052E0,9.864979203E0
7.350671454E1,-4.445755005E-2,2.234852600E-1,9.867929535E0,9.870560037E0
7.351672254E1,-5.493576050E-2,2.347119141E-1,9.859846344E0,9.862792584E0
7.352673154E1,-4.849914551E-2,2.194436646E-1,9.874964905E0,9.877521934E0
7.353673954E1,-6.047424316E-2,2.234852600E-1,9.874366150E0,9.877080017E0
7.354674854E1,-5.493576050E-2,2.291734314E-1,9.870773621E0,9.873586495E0
7.355675654E1,-5.583389282E-2,2.314187622E-1,9.864636383E0,9.867508451E0
7.356676554E1,-5.224136353E-2,2.248324585E-1,9.857750702E0,9.860452712E0
7.357677354E1,-5.688171387E-2,2.167492676E-1,9.871222687E0,9.873765903E0
7.358678304E1,-5.104385376E-2,2.263293457E-1,9.860744476E0,9.863473631E0
7.359679104E1,-5.388793945E-2,2.216889954E-1,9.867480469E0,9.870117564E0
7.360679904E1,-4.296066284E-2,2.225871277E-1,9.866133270E0,9.868737323E0
7.361680704E1,-4.535568237E-2,2.185455322E-1,9.864935760E0,9.867460506E0
7.362681404E1,-4.790039063E-2,2.255809021E-1,9.870923309E0,9.873616772E0
7.363682304E1,-5.239105225E-2,2.308200073E-1,9.862989807E0,9.865829445E0
7.364683104E1,-4.685256958E-2,2.251318359E-1,9.869426422E0,9.872105014E0
7.365683904E1,-4.206253052E-2,2.312690735E-1,9.864786072E0,9.867586274E0
7.366684704E1,-4.715194702E-2,2.366578674E-1,9.859696655E0,9.862649157E0
7.367685504E1,-5.748046875E-2,2.194436646E-1,9.867181091E0,9.869788357E0
7.368686304E1,-5.777984619E-2,2.248324585E-1,9.863438873E0,9.866170207E0
7.369687104E1,-4.924758911E-2,2.234852600E-1,9.870923309E0,9.873575744E0
7.370688104E1,-5.358856201E-2,2.258802795E-1,9.861193542E0,9.863925776E0
7.371689104E1,-5.373825073E-2,2.300715637E-1,9.866282959E0,9.869111416E0
7.372690004E1,-4.640350342E-2,2.261796570E-1,9.865235138E0,9.867936707E0
7.373690904E1,-5.358856201E-2,2.163002014E-1,9.863438873E0,9.865955804E0
7.374691904E1,-3.921844482E-2,2.299218750E-1,9.861792297E0,9.864550140E0
7.375692904E1,-5.059478760E-2,2.287243652E-1,9.864636383E0,9.867417374E0
7.376693804E1,-4.805007935E-2,2.272274780E-1,9.877958679E0,9.880688681E0
7.377694704E1,-5.254074097E-2,2.219883728E-1,9.855355682E0,9.857995486E0
7.378695704E1,-6.346801758E-2,2.194436646E-1,9.855804749E0,9.858451752E0
7.379696504E1,-4.715194702E-2,2.347119141E-1,9.880204010E0,9.883103979E0
7.380697204E1,-5.523513794E-2,2.221380615E-1,9.858499146E0,9.861156202E0
7.381698004E1,-5.433700562E-2,2.127076721E-1,9.858948212E0,9.861392240E0
7.382698904E1,-5.508544922E-2,2.221380615E-1,9.865085449E0,9.867739896E0
7.383699904E1,-5.643264771E-2,2.233355713E-1,9.860445099E0,9.863135453E0
7.384700904E1,-5.104385376E-2,2.315684509E-1,9.879904633E0,9.882749869E0
7.385701804E1,-5.777984619E-2,2.222877502E-1,9.866282959E0,9.868955861E0
7.386702804E1,-5.164260864E-2,2.293231201E-1,9.874515839E0,9.877313354E0
7.387703704E1,-5.628295898E-2,2.285746765E-1,9.873917084E0,9.876722773E0
7.388704604E1,-5.763015747E-2,2.167492676E-1,9.857151947E0,9.859703139E0
7.389705504E1,-4.236190796E-2,2.219883728E-1,9.846973114E0,9.849566126E0
7.390706404E1,-4.954696655E-2,2.276765442E-1,9.875413971E0,9.878162411E0
7.391707204E1,-6.197113037E-2,2.198927307E-1,9.866432648E0,9.869077283E0
7.392708104E1,-4.251159668E-2,2.225871277E-1,9.862690430E0,9.865293446E0
7.393709004E1,-5.014572144E-2,2.209405518E-1,9.877359924E0,9.879957915E0
7.394709804E1,-6.137237549E-2,2.245330811E-1,9.866881714E0,9.869626965E0
7.395710704E1,-4.236190796E-2,2.393522644E-1,9.872569885E0,9.875561765E0
7.396711604E1,-4.236190796E-2,2.294728088E-1,9.861941986E0,9.864702329E0
7.397712404E1,-5.284011841E-2,2.347119141E-1,9.862989807E0,9.865923662E0
7.398713304E1,-5.748046875E-2,2.293231201E-1,9.855804749E0,9.858639883E0
7.399714104E1,-5.433700562E-2,2.252815247E-1,9.857900391E0,9.860623935E0
7.400715004E1,-5.972579956E-2,2.255809021E-1,9.858648834E0,9.861410181E0
7.401715904E1,-4.176315308E-2,2.215393066E-1,9.870174866E0,9.872749146E0
7.402716804E1,-5.239105225E-2,2.212399292E-1,9.865384827E0,9.868004343E0
7.403717704E1,-5.463638306E-2,2.333647156E-1,9.869576111E0,9.872485849E0
7.404718504E1,-5.658233643E-2,2.233355713E-1,9.860295410E0,9.862986663E0
7.405719404E1,-5.224136353E-2,2.263293457E-1,9.866582336E0,9.869316143E0
7.406720304E1,-5.508544922E-2,2.257305908E-1,9.867330780E0,9.870066131E0
7.407721104E1,-5.089416504E-2,2.272274780E-1,9.869725800E0,9.872472330E0
7.408721904E1,-4.266128540E-2,2.230361938E-1,9.866432648E0,9.869045461E0
7.409722704E1,-4.430786133E-2,2.308200073E-1,9.866133270E0,9.868932403E0
7.410723504E1,-4.296066284E-2,2.317181396E-1,9.871372375E0,9.874185105E0
7.411724304E1,-5.538482666E-2,2.168989563E-1,9.868528290E0,9.871066976E0
7.412725204E1,-5.403762817E-2,2.288740540E-1,9.858050079E0,9.860854667E0
7.413726104E1,-6.137237549E-2,2.284249878E-1,9.869875488E0,9.872709187E0
7.414726904E1,-5.508544922E-2,2.258802795E-1,9.867779846E0,9.870518497E0
7.415727804E1,-4.685256958E-2,2.227368164E-1,9.863438873E0,9.866064730E0
7.416728604E1,-4.385879517E-2,2.237846375E-1,9.875264282E0,9.877896932E0
7.417729504E1,-4.550537109E-2,2.384541321E-1,9.864337006E0,9.867323633E0
7.418730504E1,-4.819976807E-2,2.171983337E-1,9.866432648E0,9.868940750E0
7.419731504E1,-4.864883423E-2,2.230361938E-1,9.863887939E0,9.866529133E0
7.420732304E1,-4.385879517E-2,2.240840149E-1,9.869875488E0,9.872516366E0
7.421733104E1,-5.388793945E-2,2.239343262E-1,9.854607239E0,9.857298531E0
